,SAMPLING_DATE,SITE,SITE_DISTANCE,FIELD.REP,SAMPLE_DESCRIPTOR,OM.AREA.g.m2,ASH.AREA.g.m2,PHICOCYANIN.MG.M2,TOTAL.MG.M2.RITCHIE,As,Car,Cd,Cu,Fer.1,Mo,P,Pb,Se,Znr,As.1,Car.1,Cd.1,Cu.1,Fer.1.1,Mo.1,P.1,Pb.1,Se.1,Znr.1,SS.As,SS.Ca,SS.Cd,SS.Cu,SS.Fe,SS.Mo,SS.P,SS.Pb,SS.Se,SS.Zn,CL.As,CL.Ca,CL.Cd,CL.Cu,CL.Fe,CL.Mo,CL.P,CL.Pb,CL.Se,CL.Zn,TD.As,TD.Ca,TD.Cd,TD.Cu,TD.Fe,TD.Mo,TD.P,TD.Pb,TD.Se,TD.Zn
80,7/20/2021,GR,64.82,2,EPIL,32.14959483,217.3948646,25.52588387,43.33761408,,,,,,,,,,,,,,,,,,,,,0.83104463,275.55012,0,1.31696257,64.58998198,0,17.28220635,0.07008737,0.092762768,0.257544352,0.77179027,5567.8447,0.012305567,4.048789334,12.5026499,0.596115455,0,0.174909919,0,1.395351402,11.16491357,58167.69772,0.026214843,2.773362369,2.290534831,7.50269646,14.8847409,0.052725595,0.183302009,2.219125835
79,7/20/2021,GR,64.82,1,EPIL,13.29945054,77.77518675,16.15085273,41.07245477,,,,,,,,,,,,,,,,,,,,,0.83104463,275.55012,0,1.31696257,64.58998198,0,17.28220635,0.07008737,0.092762768,0.257544352,0.77179027,5567.8447,0.012305567,4.048789334,12.5026499,0.596115455,0,0.174909919,0,1.395351402,11.16491357,58167.69772,0.026214843,2.773362369,2.290534831,7.50269646,14.8847409,0.052725595,0.183302009,2.219125835
73,7/20/2021,WS,0,5,EPIL,6.357429653,18.02002474,10.23765396,22.23499622,,,,,,,,,,,,,,,,,,,,,0.757629206,0,0.00317037,0,31.76178814,0,9.09879554,0.014305426,0.072655864,0.270903985,0.645684894,8223.55937,0,1.202532038,11.61750136,1.19677257,0,0.049162646,0,0.162571949,8.88733589,58615.53802,0.014509873,0.721895123,0.17418896,15.96962088,15.52164909,0,0.121439748,1.320689638
72,7/20/2021,WS,0,4,EPIL,4.2406248,5.973353213,5.065950702,9.436951916,,,,,,,,,,,,,,,,,,,,,0.757629206,0,0.00317037,0,31.76178814,0,9.09879554,0.014305426,0.072655864,0.270903985,0.645684894,8223.55937,0,1.202532038,11.61750136,1.19677257,0,0.049162646,0,0.162571949,8.88733589,58615.53802,0.014509873,0.721895123,0.17418896,15.96962088,15.52164909,0,0.121439748,1.320689638
71,7/20/2021,WS,0,3,EPIL,3.395305878,4.527074504,8.6786076,29.39828784,,,,,,,,,,,,,,,,,,,,,0.757629206,0,0.00317037,0,31.76178814,0,9.09879554,0.014305426,0.072655864,0.270903985,0.645684894,8223.55937,0,1.202532038,11.61750136,1.19677257,0,0.049162646,0,0.162571949,8.88733589,58615.53802,0.014509873,0.721895123,0.17418896,15.96962088,15.52164909,0,0.121439748,1.320689638
257,7/20/2021,WS,0,3,EPIP,0.253879621,0.290625356,0.781247723,3.689081835,,,,,,,,,,,,,,,,,,,,,0.757629206,0,0.00317037,0,31.76178814,0,9.09879554,0.014305426,0.072655864,0.270903985,0.645684894,8223.55937,0,1.202532038,11.61750136,1.19677257,0,0.049162646,0,0.162571949,8.88733589,58615.53802,0.014509873,0.721895123,0.17418896,15.96962088,15.52164909,0,0.121439748,1.320689638
350,7/20/2021,WS,0,3,FILA,10.01726375,80.80564413,,102.9718838,0.022660351,12.31596467,0.000512098,0.155645884,6.986941493,0.001088209,0.940340545,0.01411471,0.000768147,0.13010498,0.226994711,123.3722664,0.005129824,1.559145872,69.99003574,0.010900876,9.419639258,0.141390773,0.007694736,1.303295901,0.757629206,0,0.00317037,0,31.76178814,0,9.09879554,0.014305426,0.072655864,0.270903985,0.645684894,8223.55937,0,1.202532038,11.61750136,1.19677257,0,0.049162646,0,0.162571949,8.88733589,58615.53802,0.014509873,0.721895123,0.17418896,15.96962088,15.52164909,0,0.121439748,1.320689638
70,7/20/2021,WS,0,2,EPIL,2.865666221,8.41928293,4.094126237,5.151816316,,,,,,,,,,,,,,,,,,,,,0.757629206,0,0.00317037,0,31.76178814,0,9.09879554,0.014305426,0.072655864,0.270903985,0.645684894,8223.55937,0,1.202532038,11.61750136,1.19677257,0,0.049162646,0,0.162571949,8.88733589,58615.53802,0.014509873,0.721895123,0.17418896,15.96962088,15.52164909,0,0.121439748,1.320689638
63,7/20/2021,WS,0,1,EPIL,4.835738675,8.899816923,11.52346237,19.24425316,,,,,,,,,,,,,,,,,,,,,0.757629206,0,0.00317037,0,31.76178814,0,9.09879554,0.014305426,0.072655864,0.270903985,0.645684894,8223.55937,0,1.202532038,11.61750136,1.19677257,0,0.049162646,0,0.162571949,8.88733589,58615.53802,0.014509873,0.721895123,0.17418896,15.96962088,15.52164909,0,0.121439748,1.320689638
343,7/20/2021,WS,0,1,FILA,2.287930071,16.65482209,,15.57968698,,,,,,,,,,,,,,,,,,,,,0.757629206,0,0.00317037,0,31.76178814,0,9.09879554,0.014305426,0.072655864,0.270903985,0.645684894,8223.55937,0,1.202532038,11.61750136,1.19677257,0,0.049162646,0,0.162571949,8.88733589,58615.53802,0.014509873,0.721895123,0.17418896,15.96962088,15.52164909,0,0.121439748,1.320689638
119,8/3/2021,BG,144.32,5,EPIL,5.892679623,27.07826589,12.08466996,14.88087505,0.004552352,100.9484067,0.002276176,0.298937785,11.80955994,0.002276176,1.120257967,0.054628225,0.002470615,13.74051593,0.026825552,594.856619,0.013412776,1.761544591,69.58995321,0.013412776,6.601321292,0.321906626,0.014558543,80.96845825,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
272,8/3/2021,BG,144.32,5,EPIP,0.619666706,1.543320854,1.367943484,3.585543089,0.011243851,54.63808855,0.001756852,0.294799719,12.80042164,0.001405481,1.105059733,0.046732256,0.002288314,10.84328883,0.00696744,33.85740435,0.001088663,0.182677571,7.931995116,0.00087093,0.684768725,0.028958423,0.001417992,6.719225069,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
118,8/3/2021,BG,144.32,4,EPIL,3.019998307,16.13121047,9.06736077,15.00529323,0.009362348,100.6325911,0.002277328,0.290738866,11.22216599,0.001518219,1.19458502,0.043522267,0.004301619,7.449392713,0.028274276,303.9102547,0.006877527,0.878030884,33.8909223,0.004585018,3.607644739,0.131437173,0.012990883,22.49715338,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
368,8/3/2021,BG,144.32,4,FILA,7.349936418,16.34985856,,35.21458789,0.017488462,69.09157153,0.001093029,0.120111732,6.662618411,0.001093029,1.128855963,0.017974253,0.00412922,0.270585378,0.128539087,507.8186578,0.008033693,0.882813592,48.9698217,0.008033693,8.297019554,0.132109617,0.030349507,1.988785322,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
97,8/3/2021,BG,144.32,3,EPIL,3.642003378,15.46828401,5.152002531,17.80241369,0.010224949,108.1288344,0.003578732,0.371165644,13.58384458,0.00204499,1.169734151,0.059815951,0.00332952,14.36605317,0.037239298,393.80558,0.013033754,1.35178653,49.47240785,0.00744786,4.260175731,0.217849895,0.012126124,52.32121417,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
117,8/3/2021,BG,144.32,2,EPIL,13.35323293,71.82170963,14.00166153,31.05048245,0.001509479,100.5535055,0.002460025,0.305658057,12.0295203,0.002460025,1.377613776,0.050430504,0.004005253,22.15252153,0.020156424,1342.714381,0.032849282,4.081523226,160.6329865,0.032849282,18.39559764,0.673410271,0.053483077,295.8077799,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
271,8/3/2021,BG,144.32,2,EPIP,1.021865474,2.221446683,1.903557663,6.231492719,0.008513053,60.8399546,0.001702611,0.34676504,14.52326901,0.001702611,1.24631101,0.056753689,0.003696108,17.74687855,0.008699195,62.17024904,0.001739839,0.354347222,14.84082717,0.001739839,1.273562191,0.057994635,0.003776925,18.13492246,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
367,8/3/2021,BG,144.32,2,FILA,16.56012407,10.18511487,,27.35758194,0.014395887,55.18423308,0.001456727,0.176263925,7.132819195,0.000942588,1.289631534,0.024507284,0.003513282,0.327592117,0.238397673,913.8577465,0.024123574,2.91895246,118.1203708,0.015609371,21.35645821,0.405843658,0.058180384,5.424966094,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
116,8/3/2021,BG,144.32,1,EPIL,7.051339446,36.12189225,9.469559538,17.56282307,0.017976032,87.16378162,0.002663116,0.327829561,12.31158455,0.001331558,1.109587217,0.046604527,0.003462051,3.873501997,0.126755103,614.6214116,0.018778534,2.311637512,86.81316181,0.009389267,7.824076112,0.328624342,0.024412094,27.31337743,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
270,8/3/2021,BG,144.32,1,EPIP,0.589267962,1.814571185,0.569625697,1.483623426,0.002994012,56.8742515,0.001796407,0.317365269,13.45508982,0.00239521,1.05508982,0.049700599,0.003899725,20.32335329,0.001764275,33.51417427,0.001058565,0.187013186,7.928653357,0.00141142,0.621730628,0.029286971,0.002297983,11.97590098,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
366,8/3/2021,BG,144.32,1,FILA,3.835822431,14.68168469,,22.0301043,0.011576732,69.4699579,0.001530808,0.198239571,7.321086873,0.001148106,1.319364715,0.023918867,0.003922694,0.343379258,0.044406287,266.4744228,0.005871906,0.760411795,28.08238925,0.004403929,5.060848768,0.091748527,0.015046758,1.317141858,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
122,8/3/2021,BN,167.82,5,EPIL_F,26.73452624,171.3951343,4.549195436,75.78109197,0.001814882,120.8106473,0.002117362,0.253478524,9.301270417,0.001814882,1.026013309,0.039322444,0.004839685,8.454325469,0.048520011,3229.815421,0.05660668,6.776628248,248.665058,0.048520011,27.42997974,1.051266912,0.129386697,226.0223861,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
273,8/3/2021,BN,167.82,5,EPIP,117.9062057,62.22038323,28.07967067,74.5037362,0.010018904,105.1984877,0.001890359,0.266351607,10.65784499,0.001512287,0.865595463,0.042533081,0.004914934,5.43100189,1.181290908,12403.55453,0.222885077,31.40450734,1256.626064,0.178308062,102.0590767,5.014914231,0.5795012,640.348826,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
370,8/3/2021,BN,167.82,5,FILA,79.8764774,281.1821137,,542.2245596,0.006398756,107.8818323,0.001495036,0.131503409,5.309173544,0.001315632,0.941274967,0.019854084,0.003049874,0.29589762,0.511110099,8617.220741,0.119418248,10.50402905,424.0780806,0.105088058,75.18572864,1.585874327,0.243613225,23.63525955,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
121,8/3/2021,BN,167.82,4,EPIL,7.047831898,39.71478997,5.797742007,41.33966092,0.0025408,177.2256729,0.001035197,0.170807453,7.473084886,0.00310559,1.820910973,0.044513458,0.006741761,31.66666667,0.017907131,1249.05675,0.007295892,1.203822219,52.66904604,0.021887677,12.83347444,0.313723366,0.047514801,223.1813434,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
94,8/3/2021,BN,167.82,3,EPIL,4.06524743,21.22592306,5.951255664,6.50604398,0.000929702,123.2575758,0.001893939,0.251136364,10.24242424,0.001515152,1.003787879,0.04280303,0.002466872,10.61363636,0.003779468,501.0725431,0.007699332,1.020931457,41.63798883,0.006159466,4.080646095,0.174004909,0.010028444,43.14705795,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
266,8/3/2021,BN,167.82,3,EPIP,0.860518294,4.490829848,1.784768724,5.914483952,0.001247161,111.4329268,0.00152439,0.24847561,10.92479675,0.00203252,0.989329268,0.044207317,0.003309218,16.64634146,0.001073205,95.89007209,0.001311766,0.213817808,9.40098746,0.001749021,0.851335934,0.038041205,0.002847643,14.32448136,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
359,8/3/2021,BN,167.82,3,FILA,17.23238431,28.35844417,,73.40218508,0.010165944,82.14979818,0.001569741,0.164374346,6.634026013,0.001345493,1.019584392,0.023247122,0.002989984,0.353042308,0.175183455,1415.636893,0.027050386,2.8325619,114.3200858,0.023186046,17.56987008,0.400603343,0.051524546,6.083760734,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
120,8/3/2021,BN,167.82,2,EPIL,4.068754978,21.71171837,6.965989126,17.74069454,0.000844021,122.8679505,0.002063274,0.22696011,9.253782669,0.002063274,1.014442916,0.037138927,0.002239526,10.51581843,0.003434114,499.9195852,0.008394955,0.923445078,37.6513743,0.008394955,4.127519665,0.151109195,0.009112082,42.78628859,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
369,8/3/2021,BN,167.82,2,FILA,0.708799594,0.691697191,,7.095221494,,,,,,,,,,,,,,,,,,,,,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
93,8/3/2021,BN,167.82,1,EPIL,15.60332459,114.7687045,11.84112925,19.24414835,0.010190664,89.11900066,0.001972387,0.306706114,12.16305062,0.001972387,0.950690335,0.049638396,0.002140875,9.592373439,0.159008239,1390.552694,0.030775788,4.785635057,189.7840269,0.030775788,14.83392989,0.774524002,0.033404766,149.6729163,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
265,8/3/2021,BN,167.82,1,EPIP,5.145572028,30.36834534,6.010533215,14.12006364,0.000791236,118.2140554,0.001934236,0.238878143,9.303675048,0.001611863,0.947453256,0.039651838,0.00483559,9.600257898,0.00407136,608.278937,0.009952751,1.229164691,47.87273009,0.008293959,4.875188972,0.204031386,0.024881876,49.3988185,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
358,8/3/2021,BN,167.82,1,FILA,16.56674854,71.95929676,,32.18597777,0.008038799,108.2248206,0.001727345,0.164695721,5.696917353,0.001395163,1.092213659,0.02185756,0.003321818,0.335503588,0.133176759,1792.933389,0.028616494,2.728472604,94.37939724,0.023113322,18.09442905,0.362108708,0.055031719,5.558203569,0.95391957,0,0.102709793,8.502060609,313.7432895,0,25.02888922,1.098821292,0.067561251,17.91876313,0.35122097,0,0.001346779,3.171910109,0,0.212541477,0,0.685135794,0.022522254,1.478099735,11.57182398,84340.76912,0.012666712,2.477739482,14.50522075,3.915479393,18.24295485,0.223005734,0.189863504,1.567952612
107,8/3/2021,DL,44.9,5,EPIL,8.022930074,27.22675206,17.12980921,50.8171563,0.051532033,607.5208914,0.012534819,0.961699164,24.50557103,0.008356546,4.531337047,0.116991643,0.022980501,10.69637883,0.413437901,4874.09763,0.100565976,7.715645148,196.6064828,0.067043984,36.35460027,0.938615775,0.184370956,85.8162994,1.90370925,513.98746,0.035929212,7.011688832,136.9072136,0,10.57089779,1.131894656,0.048525994,3.125684309,0,5252.87587,0.002959514,3.84051288,19.77499018,0.456297194,0,0.12390804,0,2.44291242,12.39680685,70691.31803,0.036858811,4.415477038,0.998792364,6.978384416,6.384603835,0.068899517,0.239146608,4.623640181
106,8/3/2021,DL,44.9,4,EPIL,7.510828154,18.82851441,9.789798615,40.53297226,0.072413793,411.7241379,0.010344828,1.855172414,48.4137931,0.010344828,5.275862069,0.227586207,0.02245704,61.48275862,0.543887556,3092.389247,0.077698222,13.9338812,363.6276803,0.077698222,39.62609336,1.70936089,0.168670966,461.7864344,1.90370925,513.98746,0.035929212,7.011688832,136.9072136,0,10.57089779,1.131894656,0.048525994,3.125684309,0,5252.87587,0.002959514,3.84051288,19.77499018,0.456297194,0,0.12390804,0,2.44291242,12.39680685,70691.31803,0.036858811,4.415477038,0.998792364,6.978384416,6.384603835,0.068899517,0.239146608,4.623640181
105,8/3/2021,DL,44.9,3,EPIL,8.046313723,42.48107568,9.971372652,48.22819462,0.03229028,96.00532623,0.003328895,0.567909454,12.72303595,0.002330226,0.890479361,0.063249001,0.004993342,6.857523302,0.25981772,772.4889739,0.026785332,4.569577634,102.3735388,0.018749732,7.165076301,0.508921307,0.040177998,55.17778385,1.90370925,513.98746,0.035929212,7.011688832,136.9072136,0,10.57089779,1.131894656,0.048525994,3.125684309,0,5252.87587,0.002959514,3.84051288,19.77499018,0.456297194,0,0.12390804,0,2.44291242,12.39680685,70691.31803,0.036858811,4.415477038,0.998792364,6.978384416,6.384603835,0.068899517,0.239146608,4.623640181
104,8/3/2021,DL,44.9,2,EPIL,7.598516839,24.04891412,12.11845933,46.59513262,0.009332024,208.497053,0.003929273,0.37475442,10.14734774,0.002455796,1.048133595,0.04518664,0.003198694,8.217092338,0.070909538,1584.268368,0.029856648,2.847577774,77.10479268,0.018660405,7.964260773,0.343351449,0.024305332,62.4377145,1.90370925,513.98746,0.035929212,7.011688832,136.9072136,0,10.57089779,1.131894656,0.048525994,3.125684309,0,5252.87587,0.002959514,3.84051288,19.77499018,0.456297194,0,0.12390804,0,2.44291242,12.39680685,70691.31803,0.036858811,4.415477038,0.998792364,6.978384416,6.384603835,0.068899517,0.239146608,4.623640181
