,DAY,MONTH,YEAR,DATE,FRACTION,SITE,Element,Concentration
3556,9,13,2021,9/13/2021,UF,11,Se80_Oshift,0.149494949
3557,9,13,2021,9/13/2021,UF,11,Se..82..82.82..ppb.,0.812121212
3558,9,13,2021,9/13/2021,UF,11,Se82_Oshift,0.15959596
3559,9,13,2021,9/13/2021,UF,11,Mo_NH3,4.642424242
3560,9,13,2021,9/13/2021,UF,11,Mo_Oshift,4.705050505
3561,9,13,2021,9/13/2021,UF,11,Cd111,0.011049424
3562,9,13,2021,9/13/2021,UF,11,Cd114,0.008227722
3563,9,13,2021,9/13/2021,UF,11,Pb_STD,0.072939232
3564,9,13,2021,9/13/2021,UF,11,Pb_NH3,0.079761723
3565,10,1,2021,10/1/2021,W,1,Na,18280.30303
3566,10,1,2021,10/1/2021,W,1,Mg,13802.43434
3567,10,1,2021,10/1/2021,W,1,Al,51.47474747
3568,10,1,2021,10/1/2021,W,1,P,50.82022643
3569,10,1,2021,10/1/2021,W,1,S,55620.90909
3570,10,1,2021,10/1/2021,W,1,K,5077.666667
3571,10,1,2021,10/1/2021,W,1,Ca,78850.25253
3572,10,1,2021,10/1/2021,W,1,V,0.585747526
3573,10,1,2021,10/1/2021,W,1,Cr_KED,0.121297853
3574,10,1,2021,10/1/2021,W,1,Cr_NH3,0.10911932
3575,10,1,2021,10/1/2021,W,1,Fe_NH3,76.32323232
3576,10,1,2021,10/1/2021,W,1,Mn,58.47474747
3577,10,1,2021,10/1/2021,W,1,Fe_KED,77.97979798
3578,10,1,2021,10/1/2021,W,1,Co,0.341355774
3579,10,1,2021,10/1/2021,W,1,Ni,0.808080808
3580,10,1,2021,10/1/2021,W,1,Cu_KED,5.131448192
3581,10,1,2021,10/1/2021,W,1,Cu_NH3,5.273428219
3582,10,1,2021,10/1/2021,W,1,Zn,1.626262626
3583,10,1,2021,10/1/2021,W,1,As_STD,7.02020202
3584,10,1,2021,10/1/2021,W,1,As_KED,6.767676768
3585,10,1,2021,10/1/2021,W,1,As_Oshift,6.848484848
3586,10,1,2021,10/1/2021,W,1,Se..77..77.77..ppb.,2.133127973
3587,10,1,2021,10/1/2021,W,1,Se77_Oshift,0.289242598
3588,10,1,2021,10/1/2021,W,1,Se78_Oshift,0.222222222
3589,10,1,2021,10/1/2021,W,1,Se80_Oshift,0.055417787
3590,10,1,2021,10/1/2021,W,1,Se..82..82.82..ppb.,0.507804601
3591,10,1,2021,10/1/2021,W,1,Se82_Oshift,0.10906452
3592,10,1,2021,10/1/2021,W,1,Mo_NH3,35.65656566
3593,10,1,2021,10/1/2021,W,1,Mo_Oshift,35.73737374
3594,10,1,2021,10/1/2021,W,1,Cd111,0.055247119
3595,10,1,2021,10/1/2021,W,1,Cd114,0.04113861
3596,10,1,2021,10/1/2021,W,1,Pb_STD,0.364696158
3597,10,1,2021,10/1/2021,W,1,Pb_NH3,0.398808616
3598,10,1,2021,10/1/2021,W,6,Na,18477.65657
3599,10,1,2021,10/1/2021,W,6,Mg,16231.44444
3600,10,1,2021,10/1/2021,W,6,Al,90.80808081
3601,10,1,2021,10/1/2021,W,6,P,50.82022643
3602,10,1,2021,10/1/2021,W,6,S,43049.71717
3603,10,1,2021,10/1/2021,W,6,K,4604.868687
3604,10,1,2021,10/1/2021,W,6,Ca,77106.84848
3605,10,1,2021,10/1/2021,W,6,V,1.454545455
3606,10,1,2021,10/1/2021,W,6,Cr_KED,0.121297853
3607,10,1,2021,10/1/2021,W,6,Cr_NH3,0.10911932
3608,10,1,2021,10/1/2021,W,6,Fe_NH3,94.8989899
3609,10,1,2021,10/1/2021,W,6,Mn,33.26262626
3610,10,1,2021,10/1/2021,W,6,Fe_KED,96.83838384
3611,10,1,2021,10/1/2021,W,6,Co,0.341355774
3612,10,1,2021,10/1/2021,W,6,Ni,0.757575758
3613,10,1,2021,10/1/2021,W,6,Cu_KED,5.131448192
3614,10,1,2021,10/1/2021,W,6,Cu_NH3,5.273428219
3615,10,1,2021,10/1/2021,W,6,Zn,6.565656566
3616,10,1,2021,10/1/2021,W,6,As_STD,7.616161616
3617,10,1,2021,10/1/2021,W,6,As_KED,6.626262626
3618,10,1,2021,10/1/2021,W,6,As_Oshift,7.929292929
3619,10,1,2021,10/1/2021,W,6,Se..77..77.77..ppb.,2.133127973
3620,10,1,2021,10/1/2021,W,6,Se77_Oshift,0.289242598
3621,10,1,2021,10/1/2021,W,6,Se78_Oshift,0.093008281
3622,10,1,2021,10/1/2021,W,6,Se80_Oshift,0.141414141
3623,10,1,2021,10/1/2021,W,6,Se..82..82.82..ppb.,0.507804601
3624,10,1,2021,10/1/2021,W,6,Se82_Oshift,0.10906452
3625,10,1,2021,10/1/2021,W,6,Mo_NH3,16.04040404
3626,10,1,2021,10/1/2021,W,6,Mo_Oshift,16.83838384
3627,10,1,2021,10/1/2021,W,6,Cd111,0.055247119
3628,10,1,2021,10/1/2021,W,6,Cd114,0.04113861
3629,10,1,2021,10/1/2021,W,6,Pb_STD,0.364696158
3630,10,1,2021,10/1/2021,W,6,Pb_NH3,0.797979798
3631,10,1,2021,10/1/2021,W,8,Na,18800.9697
3632,10,1,2021,10/1/2021,W,8,Mg,15344.09091
3633,10,1,2021,10/1/2021,W,8,Al,34.44444444
3634,10,1,2021,10/1/2021,W,8,P,50.82022643
3635,10,1,2021,10/1/2021,W,8,S,38885
3636,10,1,2021,10/1/2021,W,8,K,4631.333333
3637,10,1,2021,10/1/2021,W,8,Ca,74474.78788
3638,10,1,2021,10/1/2021,W,8,V,1.616161616
3639,10,1,2021,10/1/2021,W,8,Cr_KED,0.121297853
3640,10,1,2021,10/1/2021,W,8,Cr_NH3,0.10911932
3641,10,1,2021,10/1/2021,W,8,Fe_NH3,51.74747475
3642,10,1,2021,10/1/2021,W,8,Mn,24.73737374
3643,10,1,2021,10/1/2021,W,8,Fe_KED,53.3030303
3644,10,1,2021,10/1/2021,W,8,Co,0.341355774
3645,10,1,2021,10/1/2021,W,8,Ni,0.464646465
3646,10,1,2021,10/1/2021,W,8,Cu_KED,5.131448192
3647,10,1,2021,10/1/2021,W,8,Cu_NH3,5.273428219
3648,10,1,2021,10/1/2021,W,8,Zn,5.202020202
3649,10,1,2021,10/1/2021,W,8,As_STD,8.151515152
3650,10,1,2021,10/1/2021,W,8,As_KED,7.050505051
3651,10,1,2021,10/1/2021,W,8,As_Oshift,8.656565657
3652,10,1,2021,10/1/2021,W,8,Se..77..77.77..ppb.,2.133127973
3653,10,1,2021,10/1/2021,W,8,Se77_Oshift,0.289242598
3654,10,1,2021,10/1/2021,W,8,Se78_Oshift,0.262626263
3655,10,1,2021,10/1/2021,W,8,Se80_Oshift,0.055417787
3656,10,1,2021,10/1/2021,W,8,Se..82..82.82..ppb.,0.507804601
3657,10,1,2021,10/1/2021,W,8,Se82_Oshift,0.10906452
3658,10,1,2021,10/1/2021,W,8,Mo_NH3,14.64646465
3659,10,1,2021,10/1/2021,W,8,Mo_Oshift,14.62626263
3660,10,1,2021,10/1/2021,W,8,Cd111,0.055247119
3661,10,1,2021,10/1/2021,W,8,Cd114,0.04113861
3662,10,1,2021,10/1/2021,W,8,Pb_STD,0.364696158
3663,10,1,2021,10/1/2021,W,8,Pb_NH3,0.398808616
3664,10,1,2021,10/1/2021,W,9,Na,15842.39394
3665,10,1,2021,10/1/2021,W,9,Mg,13946.91919
3666,10,1,2021,10/1/2021,W,9,Al,52.45454545
3667,10,1,2021,10/1/2021,W,9,P,50.82022643
3668,10,1,2021,10/1/2021,W,9,S,31359.37374
3669,10,1,2021,10/1/2021,W,9,K,4231.707071
3670,10,1,2021,10/1/2021,W,9,Ca,64743.85859
3671,10,1,2021,10/1/2021,W,9,V,1.353535354
3672,10,1,2021,10/1/2021,W,9,Cr_KED,0.444444444
3673,10,1,2021,10/1/2021,W,9,Cr_NH3,0.464646465
3674,10,1,2021,10/1/2021,W,9,Fe_NH3,53.94949495
3675,10,1,2021,10/1/2021,W,9,Mn,18.19191919
3676,10,1,2021,10/1/2021,W,9,Fe_KED,55.26262626
3677,10,1,2021,10/1/2021,W,9,Co,0.341355774
3678,10,1,2021,10/1/2021,W,9,Ni,0.333333333
3679,10,1,2021,10/1/2021,W,9,Cu_KED,5.131448192
3680,10,1,2021,10/1/2021,W,9,Cu_NH3,5.273428219
3681,10,1,2021,10/1/2021,W,9,Zn,1.878787879
3682,10,1,2021,10/1/2021,W,9,As_STD,6.535353535
3683,10,1,2021,10/1/2021,W,9,As_KED,6.787878788
3684,10,1,2021,10/1/2021,W,9,As_Oshift,6.676767677
3685,10,1,2021,10/1/2021,W,9,Se..77..77.77..ppb.,2.133127973
3686,10,1,2021,10/1/2021,W,9,Se77_Oshift,0.289242598
3687,10,1,2021,10/1/2021,W,9,Se78_Oshift,0.093008281
3688,10,1,2021,10/1/2021,W,9,Se80_Oshift,0.055417787
3689,10,1,2021,10/1/2021,W,9,Se..82..82.82..ppb.,0.507804601
3690,10,1,2021,10/1/2021,W,9,Se82_Oshift,0.10906452
3691,10,1,2021,10/1/2021,W,9,Mo_NH3,10.02020202
3692,10,1,2021,10/1/2021,W,9,Mo_Oshift,10.14141414
3693,10,1,2021,10/1/2021,W,9,Cd111,0.055247119
3694,10,1,2021,10/1/2021,W,9,Cd114,0.04113861
3695,10,1,2021,10/1/2021,W,9,Pb_STD,0.364696158
3696,10,1,2021,10/1/2021,W,9,Pb_NH3,0.398808616
3697,10,1,2021,10/1/2021,W,10,Na,14036.57576
3698,10,1,2021,10/1/2021,W,10,Mg,17290.61616
3699,10,1,2021,10/1/2021,W,10,Al,304.8080808
3700,10,1,2021,10/1/2021,W,10,P,50.82022643
3701,10,1,2021,10/1/2021,W,10,S,34187.26263
3702,10,1,2021,10/1/2021,W,10,K,4243.020202
3703,10,1,2021,10/1/2021,W,10,Ca,70049.43434
3704,10,1,2021,10/1/2021,W,10,V,1.464646465
3705,10,1,2021,10/1/2021,W,10,Cr_KED,0.272727273
3706,10,1,2021,10/1/2021,W,10,Cr_NH3,0.323232323
3707,10,1,2021,10/1/2021,W,10,Fe_NH3,151.0808081
3708,10,1,2021,10/1/2021,W,10,Mn,38.3030303
3709,10,1,2021,10/1/2021,W,10,Fe_KED,146.0505051
3710,10,1,2021,10/1/2021,W,10,Co,0.341355774
3711,10,1,2021,10/1/2021,W,10,Ni,0.525252525
3712,10,1,2021,10/1/2021,W,10,Cu_KED,5.131448192
3713,10,1,2021,10/1/2021,W,10,Cu_NH3,5.273428219
3714,10,1,2021,10/1/2021,W,10,Zn,6.777777778
3715,10,1,2021,10/1/2021,W,10,As_STD,7.454545455
3716,10,1,2021,10/1/2021,W,10,As_KED,6.292929293
3717,10,1,2021,10/1/2021,W,10,As_Oshift,7.656565657
3718,10,1,2021,10/1/2021,W,10,Se..77..77.77..ppb.,2.133127973
3719,10,1,2021,10/1/2021,W,10,Se77_Oshift,0.289242598
3720,10,1,2021,10/1/2021,W,10,Se78_Oshift,0.303030303
3721,10,1,2021,10/1/2021,W,10,Se80_Oshift,0.055417787
3722,10,1,2021,10/1/2021,W,10,Se..82..82.82..ppb.,0.507804601
3723,10,1,2021,10/1/2021,W,10,Se82_Oshift,0.10906452
3724,10,1,2021,10/1/2021,W,10,Mo_NH3,5.919191919
3725,10,1,2021,10/1/2021,W,10,Mo_Oshift,6.181818182
3726,10,1,2021,10/1/2021,W,10,Cd111,0.055247119
3727,10,1,2021,10/1/2021,W,10,Cd114,0.04113861
3728,10,1,2021,10/1/2021,W,10,Pb_STD,1.01010101
3729,10,1,2021,10/1/2021,W,10,Pb_NH3,1.02020202
3730,10,1,2021,10/1/2021,W,11,Na,13479.33333
3731,10,1,2021,10/1/2021,W,11,Mg,16700.53535
3732,10,1,2021,10/1/2021,W,11,Al,213.2424242
3733,10,1,2021,10/1/2021,W,11,P,50.82022643
3734,10,1,2021,10/1/2021,W,11,S,33843.9697
3735,10,1,2021,10/1/2021,W,11,K,4240.252525
3736,10,1,2021,10/1/2021,W,11,Ca,67860.22222
3737,10,1,2021,10/1/2021,W,11,V,1.686868687
3738,10,1,2021,10/1/2021,W,11,Cr_KED,0.484848485
3739,10,1,2021,10/1/2021,W,11,Cr_NH3,0.404040404
3740,10,1,2021,10/1/2021,W,11,Fe_NH3,177.1919192
3741,10,1,2021,10/1/2021,W,11,Mn,39.3030303
3742,10,1,2021,10/1/2021,W,11,Fe_KED,169.5151515
3743,10,1,2021,10/1/2021,W,11,Co,0.341355774
3744,10,1,2021,10/1/2021,W,11,Ni,0.565656566
3745,10,1,2021,10/1/2021,W,11,Cu_KED,5.131448192
3746,10,1,2021,10/1/2021,W,11,Cu_NH3,5.273428219
3747,10,1,2021,10/1/2021,W,11,Zn,8.525252525
3748,10,1,2021,10/1/2021,W,11,As_STD,7.838383838
3749,10,1,2021,10/1/2021,W,11,As_KED,7.252525253
3750,10,1,2021,10/1/2021,W,11,As_Oshift,7.97979798
3751,10,1,2021,10/1/2021,W,11,Se..77..77.77..ppb.,2.133127973
3752,10,1,2021,10/1/2021,W,11,Se77_Oshift,0.289242598
3753,10,1,2021,10/1/2021,W,11,Se78_Oshift,0.252525253
3754,10,1,2021,10/1/2021,W,11,Se80_Oshift,0.055417787
3755,10,1,2021,10/1/2021,W,11,Se..82..82.82..ppb.,0.507804601
3756,10,1,2021,10/1/2021,W,11,Se82_Oshift,0.10906452
3757,10,1,2021,10/1/2021,W,11,Mo_NH3,5.575757576
3758,10,1,2021,10/1/2021,W,11,Mo_Oshift,5.696969697
3759,10,1,2021,10/1/2021,W,11,Cd111,0.055247119
3760,10,1,2021,10/1/2021,W,11,Cd114,0.04113861
3761,10,1,2021,10/1/2021,W,11,Pb_STD,2.141414141
3762,10,1,2021,10/1/2021,W,11,Pb_NH3,2.111111111
3763,10,1,2021,10/1/2021,F,1,Na,17662.05253
3764,10,1,2021,10/1/2021,F,1,Mg,12939.77172
3765,10,1,2021,10/1/2021,F,1,Al,6.397979798
3766,10,1,2021,10/1/2021,F,1,P,10.16404529
3767,10,1,2021,10/1/2021,F,1,S,52232.77576
3768,10,1,2021,10/1/2021,F,1,K,4660.127273
3769,10,1,2021,10/1/2021,F,1,Ca,76146.31111
3770,10,1,2021,10/1/2021,F,1,V,0.468686869
3771,10,1,2021,10/1/2021,F,1,Cr_KED,0.149494949
3772,10,1,2021,10/1/2021,F,1,Cr_NH3,0.147474747
3773,10,1,2021,10/1/2021,F,1,Fe_NH3,23.21010101
3774,10,1,2021,10/1/2021,F,1,Mn,36.7030303
3775,10,1,2021,10/1/2021,F,1,Fe_KED,24.42828283
3776,10,1,2021,10/1/2021,F,1,Co,0.068271155
3777,10,1,2021,10/1/2021,F,1,Ni,0.862626263
3778,10,1,2021,10/1/2021,F,1,Cu_KED,1.026289638
3779,10,1,2021,10/1/2021,F,1,Cu_NH3,1.054685644
3780,10,1,2021,10/1/2021,F,1,Zn,29.86666667
3781,10,1,2021,10/1/2021,F,1,As_STD,5.886868687
3782,10,1,2021,10/1/2021,F,1,As_KED,5.462626263
3783,10,1,2021,10/1/2021,F,1,As_Oshift,5.941414141
3784,10,1,2021,10/1/2021,F,1,Se..77..77.77..ppb.,0.888888889
3785,10,1,2021,10/1/2021,F,1,Se77_Oshift,0.145454545
3786,10,1,2021,10/1/2021,F,1,Se78_Oshift,0.086868687
3787,10,1,2021,10/1/2021,F,1,Se80_Oshift,0.054545455
3788,10,1,2021,10/1/2021,F,1,Se..82..82.82..ppb.,0.955555556
3789,10,1,2021,10/1/2021,F,1,Se82_Oshift,0.078787879
3790,10,1,2021,10/1/2021,F,1,Mo_NH3,34.49292929
3791,10,1,2021,10/1/2021,F,1,Mo_Oshift,35.67878788
3792,10,1,2021,10/1/2021,F,1,Cd111,0.022222222
3793,10,1,2021,10/1/2021,F,1,Cd114,0.008227722
3794,10,1,2021,10/1/2021,F,1,Pb_STD,0.072939232
3795,10,1,2021,10/1/2021,F,1,Pb_NH3,0.079761723
3796,10,1,2021,10/1/2021,F,6,Na,18785.58384
3797,10,1,2021,10/1/2021,F,6,Mg,15542.37778
3798,10,1,2021,10/1/2021,F,6,Al,6
3799,10,1,2021,10/1/2021,F,6,P,10.16404529
3800,10,1,2021,10/1/2021,F,6,S,40145.06465
3801,10,1,2021,10/1/2021,F,6,K,4291.49697
3802,10,1,2021,10/1/2021,F,6,Ca,79239.18586
3803,10,1,2021,10/1/2021,F,6,V,1.236363636
3804,10,1,2021,10/1/2021,F,6,Cr_KED,0.137373737
3805,10,1,2021,10/1/2021,F,6,Cr_NH3,0.147474747
3806,10,1,2021,10/1/2021,F,6,Fe_NH3,14.75151515
3807,10,1,2021,10/1/2021,F,6,Mn,22.8
3808,10,1,2021,10/1/2021,F,6,Fe_KED,16.38989899
3809,10,1,2021,10/1/2021,F,6,Co,0.068271155
3810,10,1,2021,10/1/2021,F,6,Ni,0.577777778
3811,10,1,2021,10/1/2021,F,6,Cu_KED,4.337373737
3812,10,1,2021,10/1/2021,F,6,Cu_NH3,4.426262626
3813,10,1,2021,10/1/2021,F,6,Zn,10.59393939
3814,10,1,2021,10/1/2021,F,6,As_STD,7.014141414
3815,10,1,2021,10/1/2021,F,6,As_KED,6.337373737
3816,10,1,2021,10/1/2021,F,6,As_Oshift,7.191919192
3817,10,1,2021,10/1/2021,F,6,Se..77..77.77..ppb.,0.426625595
3818,10,1,2021,10/1/2021,F,6,Se77_Oshift,0.155555556
3819,10,1,2021,10/1/2021,F,6,Se78_Oshift,0.183838384
3820,10,1,2021,10/1/2021,F,6,Se80_Oshift,0.119191919
3821,10,1,2021,10/1/2021,F,6,Se..82..82.82..ppb.,0.836363636
3822,10,1,2021,10/1/2021,F,6,Se82_Oshift,0.161616162
3823,10,1,2021,10/1/2021,F,6,Mo_NH3,16.32323232
3824,10,1,2021,10/1/2021,F,6,Mo_Oshift,16.75353535
3825,10,1,2021,10/1/2021,F,6,Cd111,0.03030303
3826,10,1,2021,10/1/2021,F,6,Cd114,0.026262626
3827,10,1,2021,10/1/2021,F,6,Pb_STD,0.187878788
3828,10,1,2021,10/1/2021,F,6,Pb_NH3,0.195959596
3829,10,1,2021,10/1/2021,F,8,Na,19802.94747
3830,10,1,2021,10/1/2021,F,8,Mg,15906.39798
3831,10,1,2021,10/1/2021,F,8,Al,5.903030303
3832,10,1,2021,10/1/2021,F,8,P,10.16404529
3833,10,1,2021,10/1/2021,F,8,S,37219.65657
3834,10,1,2021,10/1/2021,F,8,K,4336.983838
3835,10,1,2021,10/1/2021,F,8,Ca,77139.77778
3836,10,1,2021,10/1/2021,F,8,V,1.622222222
3837,10,1,2021,10/1/2021,F,8,Cr_KED,0.119191919
3838,10,1,2021,10/1/2021,F,8,Cr_NH3,0.117171717
3839,10,1,2021,10/1/2021,F,8,Fe_NH3,17.20808081
3840,10,1,2021,10/1/2021,F,8,Mn,21.74949495
3841,10,1,2021,10/1/2021,F,8,Fe_KED,18.6040404
3842,10,1,2021,10/1/2021,F,8,Co,0.068271155
3843,10,1,2021,10/1/2021,F,8,Ni,0.438383838
3844,10,1,2021,10/1/2021,F,8,Cu_KED,4.785858586
3845,10,1,2021,10/1/2021,F,8,Cu_NH3,4.913131313
3846,10,1,2021,10/1/2021,F,8,Zn,11.49292929
3847,10,1,2021,10/1/2021,F,8,As_STD,8.125252525
3848,10,1,2021,10/1/2021,F,8,As_KED,7.664646465
3849,10,1,2021,10/1/2021,F,8,As_Oshift,8.280808081
3850,10,1,2021,10/1/2021,F,8,Se..77..77.77..ppb.,1.080808081
3851,10,1,2021,10/1/2021,F,8,Se77_Oshift,0.181818182
3852,10,1,2021,10/1/2021,F,8,Se78_Oshift,0.177777778
3853,10,1,2021,10/1/2021,F,8,Se80_Oshift,0.16969697
3854,10,1,2021,10/1/2021,F,8,Se..82..82.82..ppb.,0.915151515
3855,10,1,2021,10/1/2021,F,8,Se82_Oshift,0.121212121
3856,10,1,2021,10/1/2021,F,8,Mo_NH3,14.52121212
3857,10,1,2021,10/1/2021,F,8,Mo_Oshift,15.08080808
3858,10,1,2021,10/1/2021,F,8,Cd111,0.011049424
3859,10,1,2021,10/1/2021,F,8,Cd114,0.018181818
3860,10,1,2021,10/1/2021,F,8,Pb_STD,0.42020202
3861,10,1,2021,10/1/2021,F,8,Pb_NH3,0.414141414
3862,10,1,2021,10/1/2021,F,9,Na,16709.55152
3863,10,1,2021,10/1/2021,F,9,Mg,14897.48889
3864,10,1,2021,10/1/2021,F,9,Al,6.228282828
3865,10,1,2021,10/1/2021,F,9,P,10.16404529
3866,10,1,2021,10/1/2021,F,9,S,31527.6202
3867,10,1,2021,10/1/2021,F,9,K,3849.046465
3868,10,1,2021,10/1/2021,F,9,Ca,68342.16162
3869,10,1,2021,10/1/2021,F,9,V,1.305050505
3870,10,1,2021,10/1/2021,F,9,Cr_KED,0.232323232
3871,10,1,2021,10/1/2021,F,9,Cr_NH3,0.248484848
3872,10,1,2021,10/1/2021,F,9,Fe_NH3,11.89494949
3873,10,1,2021,10/1/2021,F,9,Mn,10.70505051
3874,10,1,2021,10/1/2021,F,9,Fe_KED,13.38787879
3875,10,1,2021,10/1/2021,F,9,Co,0.068271155
3876,10,1,2021,10/1/2021,F,9,Ni,0.44040404
3877,10,1,2021,10/1/2021,F,9,Cu_KED,4.446464646
3878,10,1,2021,10/1/2021,F,9,Cu_NH3,4.480808081
3879,10,1,2021,10/1/2021,F,9,Zn,14.05858586
3880,10,1,2021,10/1/2021,F,9,As_STD,6.305050505
3881,10,1,2021,10/1/2021,F,9,As_KED,5.866666667
3882,10,1,2021,10/1/2021,F,9,As_Oshift,6.404040404
3883,10,1,2021,10/1/2021,F,9,Se..77..77.77..ppb.,1.163636364
3884,10,1,2021,10/1/2021,F,9,Se77_Oshift,0.181818182
3885,10,1,2021,10/1/2021,F,9,Se78_Oshift,0.2
3886,10,1,2021,10/1/2021,F,9,Se80_Oshift,0.139393939
3887,10,1,2021,10/1/2021,F,9,Se..82..82.82..ppb.,0.886868687
3888,10,1,2021,10/1/2021,F,9,Se82_Oshift,0.214141414
3889,10,1,2021,10/1/2021,F,9,Mo_NH3,10.03030303
3890,10,1,2021,10/1/2021,F,9,Mo_Oshift,10.38585859
3891,10,1,2021,10/1/2021,F,9,Cd111,0.022222222
3892,10,1,2021,10/1/2021,F,9,Cd114,0.018181818
3893,10,1,2021,10/1/2021,F,9,Pb_STD,1.149494949
3894,10,1,2021,10/1/2021,F,9,Pb_NH3,1.098989899
3895,10,1,2021,10/1/2021,F,10,Na,14577.60606
3896,10,1,2021,10/1/2021,F,10,Mg,17716.25859
3897,10,1,2021,10/1/2021,F,10,Al,14.69292929
3898,10,1,2021,10/1/2021,F,10,P,10.16404529
3899,10,1,2021,10/1/2021,F,10,S,31306.68081
3900,10,1,2021,10/1/2021,F,10,K,3915.648485
3901,10,1,2021,10/1/2021,F,10,Ca,71423.40202
3902,10,1,2021,10/1/2021,F,10,V,1.442424242
3903,10,1,2021,10/1/2021,F,10,Cr_KED,0.109090909
3904,10,1,2021,10/1/2021,F,10,Cr_NH3,0.119191919
3905,10,1,2021,10/1/2021,F,10,Fe_NH3,11.00808081
3906,10,1,2021,10/1/2021,F,10,Mn,11.62020202
3907,10,1,2021,10/1/2021,F,10,Fe_KED,12.46060606
3908,10,1,2021,10/1/2021,F,10,Co,0.068271155
3909,10,1,2021,10/1/2021,F,10,Ni,0.363636364
3910,10,1,2021,10/1/2021,F,10,Cu_KED,3.317171717
3911,10,1,2021,10/1/2021,F,10,Cu_NH3,3.408080808
3912,10,1,2021,10/1/2021,F,10,Zn,15.50505051
3913,10,1,2021,10/1/2021,F,10,As_STD,7.351515152
3914,10,1,2021,10/1/2021,F,10,As_KED,6.666666667
3915,10,1,2021,10/1/2021,F,10,As_Oshift,7.464646465
3916,10,1,2021,10/1/2021,F,10,Se..77..77.77..ppb.,1.268686869
3917,10,1,2021,10/1/2021,F,10,Se77_Oshift,0.147474747
3918,10,1,2021,10/1/2021,F,10,Se78_Oshift,0.125252525
3919,10,1,2021,10/1/2021,F,10,Se80_Oshift,0.185858586
3920,10,1,2021,10/1/2021,F,10,Se..82..82.82..ppb.,0.874747475
3921,10,1,2021,10/1/2021,F,10,Se82_Oshift,0.092929293
3922,10,1,2021,10/1/2021,F,10,Mo_NH3,6.16969697
3923,10,1,2021,10/1/2021,F,10,Mo_Oshift,6.377777778
3924,10,1,2021,10/1/2021,F,10,Cd111,0.011049424
3925,10,1,2021,10/1/2021,F,10,Cd114,0.008227722
3926,10,1,2021,10/1/2021,F,10,Pb_STD,37.95959596
3927,10,1,2021,10/1/2021,F,10,Pb_NH3,41.75151515
3928,10,1,2021,10/1/2021,F,11,Na,14363.75152
3929,10,1,2021,10/1/2021,F,11,Mg,17823.84848
3930,10,1,2021,10/1/2021,F,11,Al,12.08484848
3931,10,1,2021,10/1/2021,F,11,P,10.16404529
3932,10,1,2021,10/1/2021,F,11,S,32234.63838
3933,10,1,2021,10/1/2021,F,11,K,3861.763636
3934,10,1,2021,10/1/2021,F,11,Ca,71388.74949
3935,10,1,2021,10/1/2021,F,11,V,1.486868687
3936,10,1,2021,10/1/2021,F,11,Cr_KED,0.183838384
3937,10,1,2021,10/1/2021,F,11,Cr_NH3,0.202020202
3938,10,1,2021,10/1/2021,F,11,Fe_NH3,13.87474747
3939,10,1,2021,10/1/2021,F,11,Mn,10.14949495
3940,10,1,2021,10/1/2021,F,11,Fe_KED,15.13939394
3941,10,1,2021,10/1/2021,F,11,Co,0.068271155
3942,10,1,2021,10/1/2021,F,11,Ni,0.38989899
3943,10,1,2021,10/1/2021,F,11,Cu_KED,3.187878788
3944,10,1,2021,10/1/2021,F,11,Cu_NH3,3.385858586
3945,10,1,2021,10/1/2021,F,11,Zn,14.69292929
3946,10,1,2021,10/1/2021,F,11,As_STD,7.44040404
3947,10,1,2021,10/1/2021,F,11,As_KED,6.731313131
3948,10,1,2021,10/1/2021,F,11,As_Oshift,7.771717172
3949,10,1,2021,10/1/2021,F,11,Se..77..77.77..ppb.,0.977777778
3950,10,1,2021,10/1/2021,F,11,Se77_Oshift,0.183838384
3951,10,1,2021,10/1/2021,F,11,Se78_Oshift,0.171717172
3952,10,1,2021,10/1/2021,F,11,Se80_Oshift,0.157575758
3953,10,1,2021,10/1/2021,F,11,Se..82..82.82..ppb.,0.696969697
3954,10,1,2021,10/1/2021,F,11,Se82_Oshift,0.092929293
3955,10,1,2021,10/1/2021,F,11,Mo_NH3,5.894949495
3956,10,1,2021,10/1/2021,F,11,Mo_Oshift,5.983838384
3957,10,1,2021,10/1/2021,F,11,Cd111,0.011049424
3958,10,1,2021,10/1/2021,F,11,Cd114,0.008227722
3959,10,1,2021,10/1/2021,F,11,Pb_STD,0.21010101
3960,10,1,2021,10/1/2021,F,11,Pb_NH3,0.212121212
3961,10,1,2021,10/1/2021,UF,1,Na,19325.07071
3962,10,1,2021,10/1/2021,UF,1,Mg,12841.18384
3963,10,1,2021,10/1/2021,UF,1,Al,0.944618171
3964,10,1,2021,10/1/2021,UF,1,P,10.16404529
3965,10,1,2021,10/1/2021,UF,1,S,50611.19394
3966,10,1,2021,10/1/2021,UF,1,K,4666.739394
3967,10,1,2021,10/1/2021,UF,1,Ca,76609.04444
3968,10,1,2021,10/1/2021,UF,1,V,0.466666667
3969,10,1,2021,10/1/2021,UF,1,Cr_KED,0.163636364
3970,10,1,2021,10/1/2021,UF,1,Cr_NH3,0.131313131
3971,10,1,2021,10/1/2021,UF,1,Fe_NH3,1.278561108
3972,10,1,2021,10/1/2021,UF,1,Mn,36.09494949
3973,10,1,2021,10/1/2021,UF,1,Fe_KED,2.880808081
3974,10,1,2021,10/1/2021,UF,1,Co,0.068271155
3975,10,1,2021,10/1/2021,UF,1,Ni,0.771717172
